"Elster Metering Systems","Printed: Wednesday, January 22, 2020 12:32:20 PM","","","","","","","","",""
"","--------31142540 05-Dec-19 9:00:16 AM","","","","","","","","",""
"Script Generated by SMARTset Version 1.1.6438.16169","","","","","","","","","",""
"Reading Created by SMARTset Version 1.1.6438.16169","","","","","","","","","",""
"Meter Firmware Build: 2-02006-A","","","","","","","","","",""
"Status: Program Completed Normally.   (000000)","","","","","","","","","",""
"Meter Constants","","","","","","","","","",""
"","Meter Constants","","","","","","","","",""
"","","Current Connection","","","","","","","",""
"","","","","Primary","Secondary","","Ratio","","",""
"","","","CT/VT","150","5","=","30.000","","",""
"","CT/VT Error","","","","","","","","",""
"","","CT Error %","0.00%","","","","","","",""
"","","VT Error %","0.00%","","","","","","",""
"","","","","","","","","","",""
"Time and Date","","","","","","","","","",""
"","Daylight Saving Setup","","","","","","","","",""
"","","Daylight Saving","Enabled","","","","","","",""
"","","Advance On","Every First Sunday of September at 01:00","","","","","","",""
"","","Retard On","Every First Sunday of April at 02:00","","","","","","",""
"","","Adjust By","1 hours","","","","","","",""
"","Meter Time","","","","","","","","",""
"","Meter Time:","Thursday, December 5, 2019 9:00:45 AM","","","","","","","",""
"","PC (or HHU) clock:","Thursday, December 5, 2019 9:00:22 AM","","","","","","","",""
"","Difference:","Meter is 0 days, 0 hours, 0 minutes, 23 seconds ahead","","","","","","","",""
"","","","","","","","","","",""
"Current Values","","","","","","","","","",""
"","Cumulative Registers","","","","","","","","",""
"","11-Oct-19","18:30","19:00","7.123200","0.000000","0.000000","0.000000","1.468800","7.123200",""
"","11-Oct-19","19:00","19:30","8.769600","0.000000","0.000000","0.000000","2.020800","8.769600",""
"","11-Oct-19","19:30","20:00","8.983200","0.000000","0.000000","0.000000","2.054400","8.983200",""
"","11-Oct-19","20:00","20:30","8.145600","0.000000","0.000000","0.000000","2.215200","8.145600",""
"","11-Oct-19","20:30","21:00","7.365600","0.000000","0.000000","0.000000","2.373600","7.365600",""
"","11-Oct-19","21:00","21:30","7.248000","0.000000","0.000000","0.000000","2.426400","7.248000",""
"","11-Oct-19","21:30","22:00","7.492800","0.000000","0.000000","0.000000","2.589600","7.492800",""
"","11-Oct-19","22:00","22:30","6.549600","0.000000","0.000000","0.000000","2.332800","6.549600",""
"","11-Oct-19","22:30","23:00","6.374400","0.000000","0.000000","0.000000","2.412000","6.374400",""
"","11-Oct-19","23:00","23:30","6.672000","0.000000","0.000000","0.000000","2.424000","6.672000",""
"","11-Oct-19","23:30","00:00","6.804000","0.000000","0.000000","0.000000","2.308800","6.804000",""
"","12-Oct-19","00:00","00:30","7.183200","0.000000","0.000000","0.000000","2.584800","7.183200",""
"","12-Oct-19","00:30","01:00","6.441600","0.000000","0.000000","0.000000","2.268000","6.441600",""
"","12-Oct-19","01:00","01:30","5.282400","0.000000","0.000000","0.000000","2.023200","5.282400",""
"","12-Oct-19","01:30","02:00","5.469600","0.000000","0.000000","0.000000","2.119200","5.469600",""
"","12-Oct-19","02:00","02:30","4.965600","0.000000","0.000000","0.000000","2.092800","4.965600",""
"","12-Oct-19","02:30","03:00","5.431200","0.000000","0.000000","0.000000","2.040000","5.431200",""
"","12-Oct-19","03:00","03:30","5.548800","0.000000","0.000000","0.000000","2.241600","5.548800",""
"","12-Oct-19","03:30","04:00","7.089600","0.000000","0.000000","0.000000","2.265600","7.089600",""
"","12-Oct-19","04:00","04:30","7.041600","0.000000","0.000000","0.000000","2.258400","7.041600",""
"","12-Oct-19","04:30","05:00","6.828000","0.000000","0.000000","0.000000","2.364000","6.828000",""
"","12-Oct-19","05:00","05:30","6.168000","0.000000","0.000000","0.000000","2.018400","6.168000",""
"","12-Oct-19","05:30","06:00","5.575200","0.000000","0.000000","0.000000","2.248800","5.575200",""
"","12-Oct-19","06:00","06:30","7.610400","0.000000","0.000000","0.000000","1.735200","7.610400",""
"","12-Oct-19","06:30","07:00","7.934400","0.000000","0.000000","0.000000","1.951200","7.934400",""
"","12-Oct-19","07:00","07:30","7.248000","0.000000","0.000000","0.000000","1.795200","7.248000",""
"","12-Oct-19","07:30","08:00","7.068000","0.000000","0.000000","0.000000","1.684800","7.068000",""
"","12-Oct-19","08:00","08:30","6.504000","0.000000","0.000000","0.000000","1.908000","6.504000",""
"","12-Oct-19","08:30","09:00","5.896800","0.000000","0.000000","0.000000","1.857600","5.896800",""
"","12-Oct-19","09:00","09:30","7.502400","0.000000","0.000000","0.000000","2.491200","7.502400",""
"","12-Oct-19","09:30","10:00","8.863200","0.000000","0.000000","0.000000","2.316000","8.863200",""
"","12-Oct-19","10:00","10:30","10.308000","0.000000","0.000000","0.000000","2.114400","10.308000",""
"","12-Oct-19","10:30","11:00","11.308000","0.000000","0.000000","0.000000","1.965600","11.308000",""
"","12-Oct-19","11:00","11:30","9.180800","0.000000","0.000000","0.000000","2.061600","9.180800",""
"","12-Oct-19","11:30","12:00","12.009000","0.000000","0.000000","0.000000","1.708800","12.009000",""
"","12-Oct-19","12:00","12:30","10.121000","0.000000","0.000000","0.000000","1.864800","10.121000",""
"","12-Oct-19","12:30","13:00","9.989200","0.000000","0.000000","0.000000","2.152800","9.989200",""
"","12-Oct-19","13:00","13:30","8.772000","0.000000","0.000000","0.000000","1.910400","8.772000",""
"","12-Oct-19","13:30","14:00","7.795200","0.000000","0.000000","0.000000","2.107200","7.795200",""
"","12-Oct-19","14:00","14:30","7.814400","0.000000","0.000000","0.000000","2.181600","7.814400",""
"","12-Oct-19","14:30","15:00","9.928800","0.000000","0.000000","0.000000","2.275200","9.928800",""
"","12-Oct-19","15:00","15:30","9.991200","0.000000","0.000000","0.000000","2.301600","9.991200",""
"","12-Oct-19","15:30","16:00","10.341000","0.000000","0.000000","0.000000","2.001600","10.341000",""
"","12-Oct-19","16:00","16:30","10.020000","0.000000","0.000000","0.000000","1.785600","10.020000",""
"","12-Oct-19","16:30","17:00","9.183000","0.000000","0.000000","0.000000","1.792800","9.183000",""
"","12-Oct-19","17:00","17:30","7.855200","0.000000","0.000000","0.000000","1.948800","7.855200",""
"","12-Oct-19","17:30","18:00","7.653600","0.000000","0.000000","0.000000","1.862400","7.653600",""
"","12-Oct-19","18:00","18:30","7.658400","0.000000","0.000000","0.000000","1.423200","7.658400",""
"","12-Oct-19","18:30","19:00","8.500800","0.000000","0.000000","0.000000","1.699200","8.500800",""
"","12-Oct-19","19:00","19:30","9.376800","0.000000","0.000000","0.000000","1.994400","9.376800",""
"","12-Oct-19","19:30","20:00","11.162000","0.000000","0.000000","0.000000","2.028000","11.162000",""
"","12-Oct-19","20:00","20:30","10.267000","0.000000","0.000000","0.000000","2.133600","10.267000",""
"","12-Oct-19","20:30","21:00","9.967800","0.000000","0.000000","0.000000","2.414400","9.967800",""
"","12-Oct-19","21:00","21:30","9.076800","0.000000","0.000000","0.000000","2.546400","9.076800",""
"","12-Oct-19","21:30","22:00","8.491200","0.000000","0.000000","0.000000","2.421600","8.491200",""
"","12-Oct-19","22:00","22:30","8.824800","0.000000","0.000000","0.000000","2.347200","8.824800",""
"","12-Oct-19","22:30","23:00","8.313600","0.000000","0.000000","0.000000","2.179200","8.313600",""
"","12-Oct-19","23:00","23:30","8.764800","0.000000","0.000000","0.000000","2.234400","8.764800",""
"","12-Oct-19","23:30","00:00","8.536800","0.000000","0.000000","0.000000","2.066400","8.536800",""
"","13-Oct-19","00:00","00:30","8.292000","0.000000","0.000000","0.000000","2.052000","8.292000",""
"","13-Oct-19","00:30","01:00","7.296000","0.000000","0.000000","0.000000","1.984800","7.296000",""
"","13-Oct-19","01:00","01:30","6.206400","0.000000","0.000000","0.000000","1.927200","6.206400",""
"","13-Oct-19","01:30","02:00","6.460800","0.000000","0.000000","0.000000","1.713600","6.460800",""
"","13-Oct-19","02:00","02:30","6.758400","0.000000","0.000000","0.000000","1.759200","6.758400",""
"","13-Oct-19","02:30","03:00","6.451200","0.000000","0.000000","0.000000","1.857600","6.451200",""
"","13-Oct-19","03:00","03:30","6.888000","0.000000","0.000000","0.000000","2.056800","6.888000",""
"","13-Oct-19","03:30","04:00","7.869600","0.000000","0.000000","0.000000","2.164800","7.869600",""
"","13-Oct-19","04:00","04:30","8.088000","0.000000","0.000000","0.000000","2.224800","8.088000",""
"","13-Oct-19","04:30","05:00","7.233600","0.000000","0.000000","0.000000","2.020800","7.233600",""
"","13-Oct-19","05:00","05:30","6.124800","0.000000","0.000000","0.000000","1.768800","6.124800",""
"","13-Oct-19","05:30","06:00","6.520800","0.000000","0.000000","0.000000","1.975200","6.520800",""
"","13-Oct-19","06:00","06:30","7.332000","0.000000","0.000000","0.000000","1.615200","7.332000",""
"","13-Oct-19","06:30","07:00","7.041600","0.000000","0.000000","0.000000","1.497600","7.041600",""
"","13-Oct-19","07:00","07:30","6.487200","0.000000","0.000000","0.000000","1.569600","6.487200",""
"","13-Oct-19","07:30","08:00","7.305600","0.000000","0.000000","0.000000","1.245600","7.305600",""
"","13-Oct-19","08:00","08:30","8.282400","0.000000","0.000000","0.000000","1.504800","8.282400",""
"","13-Oct-19","08:30","09:00","9.237600","0.000000","0.000000","0.000000","2.032800","9.237600",""
"","13-Oct-19","09:00","09:30","10.113000","0.000000","0.000000","0.000000","1.903200","10.113000",""
"","13-Oct-19","09:30","10:00","11.069000","0.000000","0.000000","0.000000","2.289600","11.069000",""
"","13-Oct-19","10:00","10:30","10.481000","0.000000","0.000000","0.000000","2.092800","10.481000",""
"","13-Oct-19","10:30","11:00","9.336200","0.000000","0.000000","0.000000","2.344800","9.336200",""
"","13-Oct-19","11:00","11:30","8.092800","0.000000","0.000000","0.000000","1.910400","8.092800",""
"","13-Oct-19","11:30","12:00","8.448000","0.000000","0.000000","0.000000","1.972800","8.448000",""
"","13-Oct-19","12:00","12:30","7.896000","0.000000","0.000000","0.000000","1.987200","7.896000",""
"","13-Oct-19","12:30","13:00","7.022400","0.000000","0.000000","0.000000","1.900800","7.022400",""
"","13-Oct-19","13:00","13:30","7.132800","0.000000","0.000000","0.000000","1.934400","7.132800",""
"","13-Oct-19","13:30","14:00","7.879200","0.000000","0.000000","0.000000","1.900800","7.879200",""
"","13-Oct-19","14:00","14:30","8.119200","0.000000","0.000000","0.000000","1.821600","8.119200",""
"","13-Oct-19","14:30","15:00","8.325600","0.000000","0.000000","0.000000","1.924800","8.325600",""
"","13-Oct-19","15:00","15:30","7.653600","0.000000","0.000000","0.000000","2.097600","7.653600",""
"","13-Oct-19","15:30","16:00","8.412000","0.000000","0.000000","0.000000","1.843200","8.412000",""
"","13-Oct-19","16:00","16:30","9.055200","0.000000","0.000000","0.000000","2.008800","9.055200",""
"","13-Oct-19","16:30","17:00","8.899200","0.000000","0.000000","0.000000","1.699200","8.899200",""
"","13-Oct-19","17:00","17:30","6.914400","0.000000","0.000000","0.000000","1.528800","6.914400",""
"","13-Oct-19","17:30","18:00","8.400000","0.000000","0.000000","0.000000","1.780800","8.400000",""
"","13-Oct-19","18:00","18:30","7.855200","0.000000","0.000000","0.000000","2.109600","7.855200",""
"","13-Oct-19","18:30","19:00","8.812800","0.000000","0.000000","0.000000","2.349600","8.812800",""
"","13-Oct-19","19:00","19:30","8.755200","0.000000","0.000000","0.000000","2.164800","8.755200",""
"","13-Oct-19","19:30","20:00","8.872800","0.000000","0.000000","0.000000","2.587200","8.872800",""
"","13-Oct-19","20:00","20:30","8.474400","0.000000","0.000000","0.000000","2.359200","8.474400",""
"","13-Oct-19","20:30","21:00","8.529600","0.000000","0.000000","0.000000","2.246400","8.529600",""
"","13-Oct-19","21:00","21:30","9.727200","0.000000","0.000000","0.000000","2.594400","9.727200",""
"","13-Oct-19","21:30","22:00","12.192000","0.000000","0.000000","0.000000","2.373600","12.192000",""
"","13-Oct-19","22:00","22:30","11.056000","0.000000","0.000000","0.000000","2.301600","11.056000",""
"","13-Oct-19","22:30","23:00","12.411000","0.000000","0.000000","0.000000","2.157600","12.411000",""
"","13-Oct-19","23:00","23:30","11.683000","0.000000","0.000000","0.000000","2.404800","11.683000",""
"","13-Oct-19","23:30","00:00","11.088000","0.000000","0.000000","0.000000","2.251200","11.088000",""
"","14-Oct-19","00:00","00:30","10.442000","0.000000","0.000000","0.000000","1.951200","10.442000",""
"","14-Oct-19","00:30","01:00","8.703200","0.000000","0.000000","0.000000","2.011200","8.703200",""
"","14-Oct-19","01:00","01:30","8.534400","0.000000","0.000000","0.000000","1.725600","8.534400",""
"","14-Oct-19","01:30","02:00","8.551200","0.000000","0.000000","0.000000","1.852800","8.551200",""
"","14-Oct-19","02:00","02:30","7.267200","0.000000","0.000000","0.000000","1.644000","7.267200",""
"","14-Oct-19","02:30","03:00","6.326400","0.000000","0.000000","0.000000","1.684800","6.326400",""
"","14-Oct-19","03:00","03:30","7.219200","0.000000","0.000000","0.000000","1.869600","7.219200",""
"","14-Oct-19","03:30","04:00","7.156800","0.000000","0.000000","0.000000","1.881600","7.156800",""
"","14-Oct-19","04:00","04:30","6.926400","0.000000","0.000000","0.000000","1.924800","6.926400",""
"","14-Oct-19","04:30","05:00","7.166400","0.000000","0.000000","0.000000","1.946400","7.166400",""
"","14-Oct-19","05:00","05:30","8.608800","0.000000","0.000000","0.000000","2.200800","8.608800",""
"","14-Oct-19","05:30","06:00","8.085600","0.000000","0.000000","0.000000","2.265600","8.085600",""
"","14-Oct-19","06:00","06:30","8.296800","0.000000","0.000000","0.000000","2.112000","8.296800",""
"","14-Oct-19","06:30","07:00","8.035200","0.000000","0.000000","0.000000","1.912800","8.035200",""
"","14-Oct-19","07:00","07:30","7.456800","0.000000","0.000000","0.000000","2.229600","7.456800",""
"","14-Oct-19","07:30","08:00","7.027200","0.000000","0.000000","0.000000","2.085600","7.027200",""
"","14-Oct-19","08:00","08:30","7.132800","0.000000","0.000000","0.000000","2.169600","7.132800",""
"","14-Oct-19","08:30","09:00","8.376000","0.000000","0.000000","0.000000","2.169600","8.376000",""
"","14-Oct-19","09:00","09:30","12.009000","0.000000","0.000000","0.000000","2.272800","12.009000",""
"","14-Oct-19","09:30","10:00","14.194000","0.000000","0.000000","0.000000","1.936800","14.194000",""
"","14-Oct-19","10:00","10:30","14.229000","0.000000","0.000000","0.000000","2.121600","14.229000",""
"","14-Oct-19","10:30","11:00","15.000000","0.000000","0.000000","0.000000","1.696800","15.000000",""
"","14-Oct-19","11:00","11:30","16.330000","0.000000","0.000000","0.000000","2.128800","16.330000",""
"","14-Oct-19","11:30","12:00","14.374000","0.000000","0.000000","0.000000","2.239200","14.374000",""
"","14-Oct-19","12:00","12:30","14.090000","0.000000","0.000000","0.000000","2.121600","14.090000",""
"","14-Oct-19","12:30","13:00","10.788000","0.000000","0.000000","0.000000","2.174400","10.788000",""
"","14-Oct-19","13:00","13:30","12.401000","0.000000","0.000000","0.000000","2.184000","12.401000",""
"","14-Oct-19","13:30","14:00","9.943400","0.000000","0.000000","0.000000","1.840800","9.943400",""
"","14-Oct-19","14:00","14:30","10.111000","0.000000","0.000000","0.000000","2.056800","10.111000",""
"","14-Oct-19","14:30","15:00","12.888000","0.000000","0.000000","0.000000","2.179200","12.888000",""
"","14-Oct-19","15:00","15:30","13.776000","0.000000","0.000000","0.000000","2.251200","13.776000",""
"","14-Oct-19","15:30","16:00","11.793000","0.000000","0.000000","0.000000","2.440800","11.793000",""
"","14-Oct-19","16:00","16:30","10.020000","0.000000","0.000000","0.000000","2.378400","10.020000",""
"","14-Oct-19","16:30","17:00","10.385000","0.000000","0.000000","0.000000","2.680800","10.385000",""
"","14-Oct-19","17:00","17:30","9.036600","0.000000","0.000000","0.000000","2.635200","9.036600",""
"","14-Oct-19","17:30","18:00","9.381600","0.000000","0.000000","0.000000","2.688000","9.381600",""
"","14-Oct-19","18:00","18:30","8.860800","0.000000","0.000000","0.000000","2.625600","8.860800",""
"","14-Oct-19","18:30","19:00","7.699200","0.000000","0.000000","0.000000","2.810400","7.699200",""
"","14-Oct-19","19:00","19:30","7.077600","0.000000","0.000000","0.000000","2.584800","7.077600",""
"","14-Oct-19","19:30","20:00","6.796800","0.000000","0.000000","0.000000","2.582400","6.796800",""
"","14-Oct-19","20:00","20:30","7.651200","0.000000","0.000000","0.000000","2.601600","7.651200",""
"","14-Oct-19","20:30","21:00","7.243200","0.000000","0.000000","0.000000","2.726400","7.243200",""
"","14-Oct-19","21:00","21:30","7.420800","0.000000","0.000000","0.000000","2.604000","7.420800",""
"","14-Oct-19","21:30","22:00","7.809600","0.000000","0.000000","0.000000","2.748000","7.809600",""
"","14-Oct-19","22:00","22:30","8.551200","0.000000","0.000000","0.000000","2.745600","8.551200",""
"","14-Oct-19","22:30","23:00","8.436000","0.000000","0.000000","0.000000","2.618400","8.436000",""
"","14-Oct-19","23:00","23:30","8.894400","0.000000","0.000000","0.000000","2.673600","8.894400",""
"","14-Oct-19","23:30","00:00","8.508000","0.000000","0.000000","0.000000","2.577600","8.508000",""
"","15-Oct-19","00:00","00:30","7.488000","0.000000","0.000000","0.000000","2.330400","7.488000",""
"","15-Oct-19","00:30","01:00","5.868000","0.000000","0.000000","0.000000","2.217600","5.868000",""
"","15-Oct-19","01:00","01:30","5.114400","0.000000","0.000000","0.000000","2.116800","5.114400",""
"","15-Oct-19","01:30","02:00","5.512800","0.000000","0.000000","0.000000","2.092800","5.512800",""
"","15-Oct-19","02:00","02:30","5.121600","0.000000","0.000000","0.000000","2.032800","5.121600",""
"","15-Oct-19","02:30","03:00","5.342400","0.000000","0.000000","0.000000","2.121600","5.342400",""
"","15-Oct-19","03:00","03:30","6.045600","0.000000","0.000000","0.000000","2.198400","6.045600",""
"","15-Oct-19","03:30","04:00","6.230400","0.000000","0.000000","0.000000","2.227200","6.230400",""
"","15-Oct-19","04:00","04:30","6.223200","0.000000","0.000000","0.000000","2.320800","6.223200",""
"","15-Oct-19","04:30","05:00","6.811200","0.000000","0.000000","0.000000","2.443200","6.811200",""
"","15-Oct-19","05:00","05:30","6.110400","0.000000","0.000000","0.000000","2.047200","6.110400",""
"","15-Oct-19","05:30","06:00","6.069600","0.000000","0.000000","0.000000","2.205600","6.069600",""
"","15-Oct-19","06:00","06:30","6.343200","0.000000","0.000000","0.000000","2.409600","6.343200",""
"","15-Oct-19","06:30","07:00","6.307200","0.000000","0.000000","0.000000","2.162400","6.307200",""
"","15-Oct-19","07:00","07:30","6.487200","0.000000","0.000000","0.000000","2.196000","6.487200",""
"","15-Oct-19","07:30","08:00","7.348800","0.000000","0.000000","0.000000","2.347200","7.348800",""
"","15-Oct-19","08:00","08:30","6.950400","0.000000","0.000000","0.000000","2.625600","6.950400",""
"","15-Oct-19","08:30","09:00","7.996800","0.000000","0.000000","0.000000","2.548800","7.996800",""
"","15-Oct-19","09:00","09:30","11.373000","0.000000","0.000000","0.000000","2.354400","11.373000",""
"","15-Oct-19","09:30","10:00","10.618000","0.000000","0.000000","0.000000","2.673600","10.618000",""
"","15-Oct-19","10:00","10:30","11.515000","0.000000","0.000000","0.000000","2.498400","11.515000",""
"","15-Oct-19","10:30","11:00","9.466000","0.000000","0.000000","0.000000","2.395200","9.466000",""
"","15-Oct-19","11:00","11:30","8.232000","0.000000","0.000000","0.000000","2.508000","8.232000",""
"","15-Oct-19","11:30","12:00","8.364000","0.000000","0.000000","0.000000","2.128800","8.364000",""
"","15-Oct-19","12:00","12:30","9.230400","0.000000","0.000000","0.000000","1.653600","9.230400",""
"","15-Oct-19","12:30","13:00","8.676000","0.000000","0.000000","0.000000","1.740000","8.676000",""
"","15-Oct-19","13:00","13:30","9.165600","0.000000","0.000000","0.000000","1.831200","9.165600",""
"","15-Oct-19","13:30","14:00","8.887200","0.000000","0.000000","0.000000","2.484000","8.887200",""
"","15-Oct-19","14:00","14:30","9.420000","0.000000","0.000000","0.000000","1.968000","9.420000",""
"","15-Oct-19","14:30","15:00","8.404800","0.000000","0.000000","0.000000","1.814400","8.404800",""
"","15-Oct-19","15:00","15:30","8.236800","0.000000","0.000000","0.000000","2.042400","8.236800",""
"","15-Oct-19","15:30","16:00","8.412000","0.000000","0.000000","0.000000","2.198400","8.412000",""
"","15-Oct-19","16:00","16:30","6.993600","0.000000","0.000000","0.000000","2.215200","6.993600",""
"","15-Oct-19","16:30","17:00","6.921600","0.000000","0.000000","0.000000","1.900800","6.921600",""
"","15-Oct-19","17:00","17:30","5.690400","0.000000","0.000000","0.000000","1.864800","5.690400",""
"","15-Oct-19","17:30","18:00","5.179200","0.000000","0.000000","0.000000","1.552800","5.179200",""
"","15-Oct-19","18:00","18:30","6.652800","0.000000","0.000000","0.000000","1.478400","6.652800",""
"","15-Oct-19","18:30","19:00","7.814400","0.000000","0.000000","0.000000","1.788000","7.814400",""
"","15-Oct-19","19:00","19:30","7.860000","0.000000","0.000000","0.000000","1.958400","7.860000",""
"","15-Oct-19","19:30","20:00","8.498400","0.000000","0.000000","0.000000","2.109600","8.498400",""
"","15-Oct-19","20:00","20:30","8.520000","0.000000","0.000000","0.000000","2.433600","8.520000",""
"","15-Oct-19","20:30","21:00","9.616800","0.000000","0.000000","0.000000","2.671200","9.616800",""
"","15-Oct-19","21:00","21:30","9.379200","0.000000","0.000000","0.000000","2.601600","9.379200",""
"","15-Oct-19","21:30","22:00","7.970400","0.000000","0.000000","0.000000","2.287200","7.970400",""
"","15-Oct-19","22:00","22:30","6.273600","0.000000","0.000000","0.000000","2.222400","6.273600",""
"","15-Oct-19","22:30","23:00","6.427200","0.000000","0.000000","0.000000","2.464800","6.427200",""
"","15-Oct-19","23:00","23:30","6.429600","0.000000","0.000000","0.000000","2.354400","6.429600",""
"","15-Oct-19","23:30","00:00","7.008000","0.000000","0.000000","0.000000","2.424000","7.008000",""
"","16-Oct-19","00:00","00:30","6.595200","0.000000","0.000000","0.000000","2.527200","6.595200",""
"","16-Oct-19","00:30","01:00","5.464800","0.000000","0.000000","0.000000","1.934400","5.464800",""
"","16-Oct-19","01:00","01:30","5.179200","0.000000","0.000000","0.000000","1.963200","5.179200",""
"","16-Oct-19","01:30","02:00","5.659200","0.000000","0.000000","0.000000","2.102400","5.659200",""
"","16-Oct-19","02:00","02:30","6.463200","0.000000","0.000000","0.000000","2.236800","6.463200",""
"","16-Oct-19","02:30","03:00","6.667200","0.000000","0.000000","0.000000","2.224800","6.667200",""
"","16-Oct-19","03:00","03:30","6.386400","0.000000","0.000000","0.000000","2.004000","6.386400",""
"","16-Oct-19","03:30","04:00","5.308800","0.000000","0.000000","0.000000","2.030400","5.308800",""
"","16-Oct-19","04:00","04:30","4.862400","0.000000","0.000000","0.000000","1.888800","4.862400",""
"","16-Oct-19","04:30","05:00","4.636800","0.000000","0.000000","0.000000","1.862400","4.636800",""
"","16-Oct-19","05:00","05:30","4.471200","0.000000","0.000000","0.000000","2.059200","4.471200",""
"","16-Oct-19","05:30","06:00","4.776000","0.000000","0.000000","0.000000","1.999200","4.776000",""
"","16-Oct-19","06:00","06:30","6.177600","0.000000","0.000000","0.000000","1.624800","6.177600",""
"","16-Oct-19","06:30","07:00","4.915200","0.000000","0.000000","0.000000","1.665600","4.915200",""
"","16-Oct-19","07:00","07:30","6.175200","0.000000","0.000000","0.000000","2.047200","6.175200",""
"","16-Oct-19","07:30","08:00","6.852000","0.000000","0.000000","0.000000","2.320800","6.852000",""
"","16-Oct-19","08:00","08:30","7.188000","0.000000","0.000000","0.000000","2.431200","7.188000",""
"","16-Oct-19","08:30","09:00","6.780000","0.000000","0.000000","0.000000","2.335200","6.780000",""
"","16-Oct-19","09:00","09:30","9.487200","0.000000","0.000000","0.000000","2.332800","9.487200",""
"","16-Oct-19","09:30","10:00","8.928000","0.000000","0.000000","0.000000","2.443200","8.928000",""
"","16-Oct-19","10:00","10:30","10.173000","0.000000","0.000000","0.000000","2.287200","10.173000",""
"","16-Oct-19","10:30","11:00","11.655000","0.000000","0.000000","0.000000","2.227200","11.655000",""
"","16-Oct-19","11:00","11:30","14.985000","0.000000","0.000000","0.000000","1.987200","14.985000",""
"","16-Oct-19","11:30","12:00","12.927000","0.000000","0.000000","0.000000","2.088000","12.927000",""
"","16-Oct-19","12:00","12:30","12.441000","0.000000","0.000000","0.000000","1.776000","12.441000",""
"","16-Oct-19","12:30","13:00","14.379000","0.000000","0.000000","0.000000","1.965600","14.379000",""
"","16-Oct-19","13:00","13:30","14.944000","0.000000","0.000000","0.000000","1.903200","14.944000",""
"","16-Oct-19","13:30","14:00","13.337000","0.000000","0.000000","0.000000","1.804800","13.337000",""
"","16-Oct-19","14:00","14:30","12.999000","0.000000","0.000000","0.000000","1.992000","12.999000",""
"","16-Oct-19","14:30","15:00","11.608000","0.000000","0.000000","0.000000","1.766400","11.608000",""
"","16-Oct-19","15:00","15:30","15.068000","0.000000","0.000000","0.000000","2.056800","15.068000",""
"","16-Oct-19","15:30","16:00","16.932000","0.000000","0.000000","0.000000","1.992000","16.932000",""
"","16-Oct-19","16:00","16:30","15.590000","0.000000","0.000000","0.000000","1.944000","15.590000",""
"","16-Oct-19","16:30","17:00","13.174000","0.000000","0.000000","0.000000","1.879200","13.174000",""
"","16-Oct-19","17:00","17:30","13.752000","0.000000","0.000000","0.000000","1.833600","13.752000",""
"","16-Oct-19","17:30","18:00","15.043000","0.000000","0.000000","0.000000","1.932000","15.043000",""
"","16-Oct-19","18:00","18:30","12.216000","0.000000","0.000000","0.000000","1.651200","12.216000",""
"","16-Oct-19","18:30","19:00","13.605000","0.000000","0.000000","0.000000","1.972800","13.605000",""
"","16-Oct-19","19:00","19:30","12.730000","0.000000","0.000000","0.000000","2.018400","12.730000",""
"","16-Oct-19","19:30","20:00","15.132000","0.000000","0.000000","0.000000","2.203200","15.132000",""
"","16-Oct-19","20:00","20:30","19.550000","0.000000","0.000000","0.000000","2.239200","19.550000",""
"","16-Oct-19","20:30","21:00","18.816000","0.000000","0.000000","0.000000","2.392800","18.816000",""
"","16-Oct-19","21:00","21:30","18.807000","0.000000","0.000000","0.000000","2.289600","18.807000",""
"","16-Oct-19","21:30","22:00","16.814000","0.000000","0.000000","0.000000","2.234400","16.814000",""
"","16-Oct-19","22:00","22:30","14.916000","0.000000","0.000000","0.000000","2.486400","14.916000",""
"","16-Oct-19","22:30","23:00","13.339000","0.000000","0.000000","0.000000","2.140800","13.339000",""
"","16-Oct-19","23:00","23:30","11.422000","0.000000","0.000000","0.000000","2.265600","11.422000",""
"","16-Oct-19","23:30","00:00","9.838000","0.000000","0.000000","0.000000","2.102400","9.838000",""
"","17-Oct-19","00:00","00:30","9.816000","0.000000","0.000000","0.000000","2.191200","9.816000",""
"","17-Oct-19","00:30","01:00","9.460800","0.000000","0.000000","0.000000","1.996800","9.460800",""
"","17-Oct-19","01:00","01:30","8.304000","0.000000","0.000000","0.000000","1.776000","8.304000",""
"","17-Oct-19","01:30","02:00","8.222400","0.000000","0.000000","0.000000","1.680000","8.222400",""
"","17-Oct-19","02:00","02:30","8.078400","0.000000","0.000000","0.000000","1.708800","8.078400",""
"","17-Oct-19","02:30","03:00","8.512800","0.000000","0.000000","0.000000","1.740000","8.512800",""
"","17-Oct-19","03:00","03:30","8.757600","0.000000","0.000000","0.000000","1.840800","8.757600",""
"","17-Oct-19","03:30","04:00","9.576000","0.000000","0.000000","0.000000","1.980000","9.576000",""
"","17-Oct-19","04:00","04:30","9.434400","0.000000","0.000000","0.000000","1.780800","9.434400",""
"","17-Oct-19","04:30","05:00","9.278400","0.000000","0.000000","0.000000","2.016000","9.278400",""
"","17-Oct-19","05:00","05:30","8.815200","0.000000","0.000000","0.000000","1.624800","8.815200",""
"","17-Oct-19","05:30","06:00","8.200800","0.000000","0.000000","0.000000","1.641600","8.200800",""
"","17-Oct-19","06:00","06:30","7.538400","0.000000","0.000000","0.000000","1.531200","7.538400",""
"","17-Oct-19","06:30","07:00","7.094400","0.000000","0.000000","0.000000","1.435200","7.094400",""
