"Elster Metering Systems","Printed: Wednesday, January 22, 2020 12:32:20 PM","","","","","","","","",""
"","--------31142540 05-Dec-19 9:00:16 AM","","","","","","","","",""
"Script Generated by SMARTset Version 1.1.6438.16169","","","","","","","","","",""
"Reading Created by SMARTset Version 1.1.6438.16169","","","","","","","","","",""
"Meter Firmware Build: 2-02006-A","","","","","","","","","",""
"Status: Program Completed Normally.   (000000)","","","","","","","","","",""
"Meter Constants","","","","","","","","","",""
"","Meter Constants","","","","","","","","",""
"","","Current Connection","","","","","","","",""
"","","","","Primary","Secondary","","Ratio","","",""
"","","","CT/VT","150","5","=","30.000","","",""
"","CT/VT Error","","","","","","","","",""
"","","CT Error %","0.00%","","","","","","",""
"","","VT Error %","0.00%","","","","","","",""
"","","","","","","","","","",""
"Time and Date","","","","","","","","","",""
"","Daylight Saving Setup","","","","","","","","",""
"","","Daylight Saving","Enabled","","","","","","",""
"","","Advance On","Every First Sunday of September at 01:00","","","","","","",""
"","","Retard On","Every First Sunday of April at 02:00","","","","","","",""
"","","Adjust By","1 hours","","","","","","",""
"","Meter Time","","","","","","","","",""
"","Meter Time:","Thursday, December 5, 2019 9:00:45 AM","","","","","","","",""
"","PC (or HHU) clock:","Thursday, December 5, 2019 9:00:22 AM","","","","","","","",""
"","Difference:","Meter is 0 days, 0 hours, 0 minutes, 23 seconds ahead","","","","","","","",""
"","","","","","","","","","",""
"Current Values","","","","","","","","","",""
"","Cumulative Registers","","","","","","","","",""
"","","Cumulative Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","25,159,069.200","Import Wh","","","","","",""
"","","","0.000","Export Wh","","","","","",""
"","","","31,714.800","Q1 varh","","","","","",""
"","","","0.000","Q2 varh","","","","","",""
"","","","0.000","Q3 varh","","","","","",""
"","","","5,634,196.800","Q4 varh","","","","","",""
"","","","25,165,956.000","Total VAh","","","","","",""
"","","","5,665,911.600","Customer Defined 1","","","","","",""
"","","","0.000","Customer Defined 2","","","","","",""
"","","","0.000","Customer Defined 3","","","","","",""
"","","Rates","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","Rate 1","6,636,121.200","Import Wh","","","","",""
"","","","Rate 2","7,373,308.800","Import Wh","","","","",""
"","","","Rate 3","11,149,642.800","Import Wh","","","","",""
"","","","Rate 4","0.000","Export Wh","","","","",""
"","","","Rate 5","0.000","Export Wh","","","","",""
"","","","Rate 6","0.000","Export Wh","","","","",""
"","","","Rate 7","0.000","Export Wh","","","","",""
"","","","Rate 8","0.000","No Source","","","","",""
"","","","Rate 9","0.000","No Source","","","","",""
"","","","Rate 10","0.000","No Source","","","","",""
"","","","Rate 11","0.000","No Source","","","","",""
"","","","Rate 12","0.000","No Source","","","","",""
"","","","Rate 13","0.000","No Source","","","","",""
"","","","Rate 14","0.000","No Source","","","","",""
"","","","Rate 15","0.000","No Source","","","","",""
"","","","Rate 16","0.000","No Source","","","","",""
"","","","Rate 17","0.000","No Source","","","","",""
"","","","Rate 18","0.000","No Source","","","","",""
"","","","Rate 19","0.000","No Source","","","","",""
"","","","Rate 20","0.000","No Source","","","","",""
"","","","Rate 21","0.000","No Source","","","","",""
"","","","Rate 22","0.000","No Source","","","","",""
"","","","Rate 23","0.000","No Source","","","","",""
"","","","Rate 24","0.000","No Source","","","","",""
"","","","Rate 25","0.000","No Source","","","","",""
"","","","Rate 26","0.000","No Source","","","","",""
"","","","Rate 27","0.000","No Source","","","","",""
"","","","Rate 28","0.000","No Source","","","","",""
"","","","Rate 29","0.000","No Source","","","","",""
"","","","Rate 30","0.000","No Source","","","","",""
"","","","Rate 31","0.000","No Source","","","","",""
"","","","Rate 32","0.000","No Source","","","","",""
"","","MU Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","0.000","Multi-utility register 1","","","","","",""
"","","","0.000","Multi-utility register 2","","","","","",""
"","","","0.000","Multi-utility register 3","","","","","",""
"","","","0.000","Multi-utility register 4","","","","","",""
"","Maximum Demands","","","","","","","","",""
"","","Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","Date and Time","","","",""
"","","","MD 1a","23,251.200","Total VA","Sunday, December 1, 2019 1:30:00 PM","","","",""
"","","","MD 1b","23,347.200","Total VA","Sunday, December 1, 2019 12:00:00 PM","","","",""
"","","","MD 1c","22,920.000","Total VA","Sunday, December 1, 2019 11:30:00 AM","","","",""
"","","","","","","","","","",""
"","","","MD 2a","0.000","No Source","Not available","","","",""
"","","","MD 2b","0.000","No Source","Not available","","","",""
"","","","MD 2c","0.000","No Source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 3a","0.000","No Source","Not available","","","",""
"","","","MD 3b","0.000","No Source","Not available","","","",""
"","","","MD 3c","0.000","No Source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 4a","0.000","No Source","Not available","","","",""
"","","","MD 4b","0.000","No Source","Not available","","","",""
"","","","MD 4c","0.000","No Source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 5a","0.000","No Source","Not available","","","",""
"","","","MD 5b","0.000","No Source","Not available","","","",""
"","","","MD 5c","0.000","No Source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 6a","0.000","No Source","Not available","","","",""
"","","","MD 6b","0.000","No Source","Not available","","","",""
"","","","MD 6c","0.000","No Source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 7a","0.000","No Source","Not available","","","",""
"","","","MD 7b","0.000","No Source","Not available","","","",""
"","","","MD 7c","0.000","No Source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 8a","0.000","No Source","Not available","","","",""
"","","","MD 8b","0.000","No Source","Not available","","","",""
"","","","MD 8c","0.000","No Source","Not available","","","",""
"","","Cumulative Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CMD 1","90,626.400","Total VA","","","","",""
"","","","CMD 2","0.000","No Source","","","","",""
"","","","CMD 3","0.000","No Source","","","","",""
"","","","CMD 4","0.000","No Source","","","","",""
"","","","CMD 5","0.000","No Source","","","","",""
"","","","CMD 6","0.000","No Source","","","","",""
"","","","CMD 7","0.000","No Source","","","","",""
"","","","CMD 8","0.000","No Source","","","","",""
"","Multi-Utility Registers","","","","","","","","",""
"","Coincident Demand Registers","","","","","","","","",""
"","","Coincident Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CD 1a","0.000","No Source","","","","",""
"","","","CD 1b","0.000","No Source","","","","",""
"","","","CD 1c","0.000","No Source","","","","",""
"","","","","","","","","","",""
"","","","CD 2a","0.000","No Source","","","","",""
"","","","CD 2b","0.000","No Source","","","","",""
"","","","CD 2c","0.000","No Source","","","","",""
"","","","","","","","","","",""
"","","","CD 3a","0.000","No Source","","","","",""
"","","","CD 3b","0.000","No Source","","","","",""
"","","","CD 3c","0.000","No Source","","","","",""
"","","","","","","","","","",""
"","","","CD 4a","0.000","No Source","","","","",""
"","","","CD 4b","0.000","No Source","","","","",""
"","","","CD 4c","0.000","No Source","","","","",""
"","","","","","","","","","",""
"","","","CD 5a","0.000","No Source","","","","",""
"","","","CD 5b","0.000","No Source","","","","",""
"","","","CD 5c","0.000","No Source","","","","",""
"","","","","","","","","","",""
"Instantaneous Parameters","","","","","","","","","",""
"","Item","Phase A","Phase B","Phase C","Value","","","","",""
"","RMS Voltage","232.92 V","233.43 V","230.74 V","","","","","",""
"","RMS Current","18.20 A","15.70 A","10.01 A","","","","","",""
"","Power Factor","Q4 0.964","Q4 0.961","Q4 0.844","Q4 0.942","","","","",""
"","Active Power","3.88 kW","3.50 kW","1.97 kW","9.24 kW","","","","",""
"","Reactive Power","-1.06 kvar","-0.99 kvar","-1.06 kvar","-3.12 kvar","","","","",""
"","Apparent Power","3.88 kVA","3.65 kVA","2.29 kVA","9.99 kVA","","","","",""
"","Line Frequency","49.94 Hz","49.94 Hz","49.95 Hz","","","","","",""
"","Phase Angle","12.00 degs","18.00 degs","28.00 degs","","","","","",""
"","Phase Rotation","","","","A-C-B","","","","",""
"","","","","","","","","","",""
"Historical Data","","","","","","","","","",""
"","Historical Data Set 1 of 6","","","","","","","","",""
"","","Cumulative Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","23,962,101.600","Import Wh","","","","","",""
"","","","0.000","Export Wh","","","","","",""
"","","","31,714.800","Q1 varh","","","","","",""
"","","","0.000","Q2 varh","","","","","",""
"","","","0.000","Q3 varh","","","","","",""
"","","","5,411,146.800","Q4 varh","","","","","",""
"","","","23,968,988.400","Total VAh","","","","","",""
"","","","5,442,861.600","Customer Defined 1","","","","","",""
"","","","0.000","Customer Defined 2","","","","","",""
"","","","0.000","Customer Defined 3","","","","","",""
"","","Rates","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","Rate 1","6,360,441.600","Import Wh","","","","",""
"","","","Rate 2","7,104,028.800","Import Wh","","","","",""
"","","","Rate 3","10,497,631.200","Import Wh","","","","",""
"","","","Rate 4","0.000","Export Wh","","","","",""
"","","","Rate 5","0.000","Export Wh","","","","",""
"","","","Rate 6","0.000","Export Wh","","","","",""
"","","","Rate 7","0.000","Export Wh","","","","",""
"","","","Rate 8","0.000","No source","","","","",""
"","","","Rate 9","0.000","No source","","","","",""
"","","","Rate 10","0.000","No source","","","","",""
"","","","Rate 11","0.000","No source","","","","",""
"","","","Rate 12","0.000","No source","","","","",""
"","","","Rate 13","0.000","No source","","","","",""
"","","","Rate 14","0.000","No source","","","","",""
"","","","Rate 15","0.000","No source","","","","",""
"","","","Rate 16","0.000","No source","","","","",""
"","","","Rate 17","0.000","No source","","","","",""
"","","","Rate 18","0.000","No source","","","","",""
"","","","Rate 19","0.000","No source","","","","",""
"","","","Rate 20","0.000","No source","","","","",""
"","","","Rate 21","0.000","No source","","","","",""
"","","","Rate 22","0.000","No source","","","","",""
"","","","Rate 23","0.000","No source","","","","",""
"","","","Rate 24","0.000","No source","","","","",""
"","","","Rate 25","0.000","No source","","","","",""
"","","","Rate 26","0.000","No source","","","","",""
"","","","Rate 27","0.000","No source","","","","",""
"","","","Rate 28","0.000","No source","","","","",""
"","","","Rate 29","0.000","No source","","","","",""
"","","","Rate 30","0.000","No source","","","","",""
"","","","Rate 31","0.000","No source","","","","",""
"","","","Rate 32","0.000","No source","","","","",""
"","","Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","Date and Time","","","",""
"","","","MD 1a","34,720.800","Total VA","Thursday, November 14, 2019 6:00:00 PM","","","",""
"","","","MD 1b","36,840.000","Total VA","Thursday, November 14, 2019 5:00:00 PM","","","",""
"","","","MD 1c","35,416.800","Total VA","Thursday, November 14, 2019 5:30:00 PM","","","",""
"","","","","","","","","","",""
"","","","MD 2a","0.000","No source","Not available","","","",""
"","","","MD 2b","0.000","No source","Not available","","","",""
"","","","MD 2c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 3a","0.000","No source","Not available","","","",""
"","","","MD 3b","0.000","No source","Not available","","","",""
"","","","MD 3c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 4a","0.000","No source","Not available","","","",""
"","","","MD 4b","0.000","No source","Not available","","","",""
"","","","MD 4c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 5a","0.000","No source","Not available","","","",""
"","","","MD 5b","0.000","No source","Not available","","","",""
"","","","MD 5c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 6a","0.000","No source","Not available","","","",""
"","","","MD 6b","0.000","No source","Not available","","","",""
"","","","MD 6c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 7a","0.000","No source","Not available","","","",""
"","","","MD 7b","0.000","No source","Not available","","","",""
"","","","MD 7c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 8a","0.000","No source","Not available","","","",""
"","","","MD 8b","0.000","No source","Not available","","","",""
"","","","MD 8c","0.000","No source","Not available","","","",""
"","","Cumulative Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CMD 1","90,626.400","Total VA","","","","",""
"","","","CMD 2","0.000","No source","","","","",""
"","","","CMD 3","0.000","No source","","","","",""
"","","","CMD 4","0.000","No source","","","","",""
"","","","CMD 5","0.000","No source","","","","",""
"","","","CMD 6","0.000","No source","","","","",""
"","","","CMD 7","0.000","No source","","","","",""
"","","","CMD 8","0.000","No source","","","","",""
"","","MU Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","0.000","Multi-utility register 1","","","","","",""
"","","","0.000","Multi-utility register 2","","","","","",""
"","","","0.000","Multi-utility register 3","","","","","",""
"","","","0.000","Multi-utility register 4","","","","","",""
"","","Coincident Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CD 1a","0.000","No source","","","","",""
"","","","CD 1b","0.000","No source","","","","",""
"","","","CD 1c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 2a","0.000","No source","","","","",""
"","","","CD 2b","0.000","No source","","","","",""
"","","","CD 2c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 3a","0.000","No source","","","","",""
"","","","CD 3b","0.000","No source","","","","",""
"","","","CD 3c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 4a","0.000","No source","","","","",""
"","","","CD 4b","0.000","No source","","","","",""
"","","","CD 4c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 5a","0.000","No source","","","","",""
"","","","CD 5b","0.000","No source","","","","",""
"","","","CD 5c","0.000","No source","","","","",""
"","","Billing Event Details","","","","","","","",""
"","","","Time of Billing Reset","Sunday, December 1, 2019 12:00 AM","","","","","",""
"","","","Count","6.000","","","","","",""
"","","","Period Start","Friday, November 1, 2019 12:00 AM","","","","","",""
"","","","Period End","Sunday, December 1, 2019 12:00 AM","","","","","",""
"","","","Billing Reason","","","","","","",""
"","","","","Automatic Billing Date","","","","","",""
"","Historical Data Set 2 of 6","","","","","","","","",""
"","","Cumulative Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","14,076,460.800","Import Wh","","","","","",""
"","","","0.000","Export Wh","","","","","",""
"","","","31,714.800","Q1 varh","","","","","",""
"","","","0.000","Q2 varh","","","","","",""
"","","","0.000","Q3 varh","","","","","",""
"","","","4,044,342.000","Q4 varh","","","","","",""
"","","","14,083,347.600","Total VAh","","","","","",""
"","","","4,076,056.800","Customer Defined 1","","","","","",""
"","","","0.000","Customer Defined 2","","","","","",""
"","","","0.000","Customer Defined 3","","","","","",""
"","","Rates","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","Rate 1","3,797,560.800","Import Wh","","","","",""
"","","","Rate 2","4,217,601.600","Import Wh","","","","",""
"","","","Rate 3","6,061,298.400","Import Wh","","","","",""
"","","","Rate 4","0.000","Export Wh","","","","",""
"","","","Rate 5","0.000","Export Wh","","","","",""
"","","","Rate 6","0.000","Export Wh","","","","",""
"","","","Rate 7","0.000","Export Wh","","","","",""
"","","","Rate 8","0.000","No source","","","","",""
"","","","Rate 9","0.000","No source","","","","",""
"","","","Rate 10","0.000","No source","","","","",""
"","","","Rate 11","0.000","No source","","","","",""
"","","","Rate 12","0.000","No source","","","","",""
"","","","Rate 13","0.000","No source","","","","",""
"","","","Rate 14","0.000","No source","","","","",""
"","","","Rate 15","0.000","No source","","","","",""
"","","","Rate 16","0.000","No source","","","","",""
"","","","Rate 17","0.000","No source","","","","",""
"","","","Rate 18","0.000","No source","","","","",""
"","","","Rate 19","0.000","No source","","","","",""
"","","","Rate 20","0.000","No source","","","","",""
"","","","Rate 21","0.000","No source","","","","",""
"","","","Rate 22","0.000","No source","","","","",""
"","","","Rate 23","0.000","No source","","","","",""
"","","","Rate 24","0.000","No source","","","","",""
"","","","Rate 25","0.000","No source","","","","",""
"","","","Rate 26","0.000","No source","","","","",""
"","","","Rate 27","0.000","No source","","","","",""
"","","","Rate 28","0.000","No source","","","","",""
"","","","Rate 29","0.000","No source","","","","",""
"","","","Rate 30","0.000","No source","","","","",""
"","","","Rate 31","0.000","No source","","","","",""
"","","","Rate 32","0.000","No source","","","","",""
"","","Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","Date and Time","","","",""
"","","","MD 1a","20,556.000","Total VA","Thursday, October 24, 2019 1:00:00 PM","","","",""
"","","","MD 1b","19,550.400","Total VA","Wednesday, October 16, 2019 8:30:00 PM","","","",""
"","","","MD 1c","19,728.000","Total VA","Thursday, October 17, 2019 3:30:00 PM","","","",""
"","","","","","","","","","",""
"","","","MD 2a","0.000","No source","Not available","","","",""
"","","","MD 2b","0.000","No source","Not available","","","",""
"","","","MD 2c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 3a","0.000","No source","Not available","","","",""
"","","","MD 3b","0.000","No source","Not available","","","",""
"","","","MD 3c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 4a","0.000","No source","Not available","","","",""
"","","","MD 4b","0.000","No source","Not available","","","",""
"","","","MD 4c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 5a","0.000","No source","Not available","","","",""
"","","","MD 5b","0.000","No source","Not available","","","",""
"","","","MD 5c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 6a","0.000","No source","Not available","","","",""
"","","","MD 6b","0.000","No source","Not available","","","",""
"","","","MD 6c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 7a","0.000","No source","Not available","","","",""
"","","","MD 7b","0.000","No source","Not available","","","",""
"","","","MD 7c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 8a","0.000","No source","Not available","","","",""
"","","","MD 8b","0.000","No source","Not available","","","",""
"","","","MD 8c","0.000","No source","Not available","","","",""
"","","Cumulative Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CMD 1","53,786.400","Total VA","","","","",""
"","","","CMD 2","0.000","No source","","","","",""
"","","","CMD 3","0.000","No source","","","","",""
"","","","CMD 4","0.000","No source","","","","",""
"","","","CMD 5","0.000","No source","","","","",""
"","","","CMD 6","0.000","No source","","","","",""
"","","","CMD 7","0.000","No source","","","","",""
"","","","CMD 8","0.000","No source","","","","",""
"","","MU Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","0.000","Multi-utility register 1","","","","","",""
"","","","0.000","Multi-utility register 2","","","","","",""
"","","","0.000","Multi-utility register 3","","","","","",""
"","","","0.000","Multi-utility register 4","","","","","",""
"","","Coincident Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CD 1a","0.000","No source","","","","",""
"","","","CD 1b","0.000","No source","","","","",""
"","","","CD 1c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 2a","0.000","No source","","","","",""
"","","","CD 2b","0.000","No source","","","","",""
"","","","CD 2c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 3a","0.000","No source","","","","",""
"","","","CD 3b","0.000","No source","","","","",""
"","","","CD 3c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 4a","0.000","No source","","","","",""
"","","","CD 4b","0.000","No source","","","","",""
"","","","CD 4c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 5a","0.000","No source","","","","",""
"","","","CD 5b","0.000","No source","","","","",""
"","","","CD 5c","0.000","No source","","","","",""
"","","Billing Event Details","","","","","","","",""
"","","","Time of Billing Reset","Friday, November 1, 2019 12:00 AM","","","","","",""
"","","","Count","5.000","","","","","",""
"","","","Period Start","Tuesday, October 1, 2019 12:00 AM","","","","","",""
"","","","Period End","Friday, November 1, 2019 12:00 AM","","","","","",""
"","","","Billing Reason","","","","","","",""
"","","","","Automatic Billing Date","","","","","",""
"","Historical Data Set 3 of 6","","","","","","","","",""
"","","Cumulative Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","7,088,052.000","Import Wh","","","","","",""
"","","","0.000","Export Wh","","","","","",""
"","","","31,714.800","Q1 varh","","","","","",""
"","","","0.000","Q2 varh","","","","","",""
"","","","0.000","Q3 varh","","","","","",""
"","","","2,511,624.000","Q4 varh","","","","","",""
"","","","7,094,938.800","Total VAh","","","","","",""
"","","","2,543,338.800","Customer Defined 1","","","","","",""
"","","","0.000","Customer Defined 2","","","","","",""
"","","","0.000","Customer Defined 3","","","","","",""
"","","Rates","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","Rate 1","1,850,776.800","Import Wh","","","","",""
"","","","Rate 2","2,130,856.800","Import Wh","","","","",""
"","","","Rate 3","3,106,418.400","Import Wh","","","","",""
"","","","Rate 4","0.000","Export Wh","","","","",""
"","","","Rate 5","0.000","Export Wh","","","","",""
"","","","Rate 6","0.000","Export Wh","","","","",""
"","","","Rate 7","0.000","Export Wh","","","","",""
"","","","Rate 8","0.000","No source","","","","",""
"","","","Rate 9","0.000","No source","","","","",""
"","","","Rate 10","0.000","No source","","","","",""
"","","","Rate 11","0.000","No source","","","","",""
"","","","Rate 12","0.000","No source","","","","",""
"","","","Rate 13","0.000","No source","","","","",""
"","","","Rate 14","0.000","No source","","","","",""
"","","","Rate 15","0.000","No source","","","","",""
"","","","Rate 16","0.000","No source","","","","",""
"","","","Rate 17","0.000","No source","","","","",""
"","","","Rate 18","0.000","No source","","","","",""
"","","","Rate 19","0.000","No source","","","","",""
"","","","Rate 20","0.000","No source","","","","",""
"","","","Rate 21","0.000","No source","","","","",""
"","","","Rate 22","0.000","No source","","","","",""
"","","","Rate 23","0.000","No source","","","","",""
"","","","Rate 24","0.000","No source","","","","",""
"","","","Rate 25","0.000","No source","","","","",""
"","","","Rate 26","0.000","No source","","","","",""
"","","","Rate 27","0.000","No source","","","","",""
"","","","Rate 28","0.000","No source","","","","",""
"","","","Rate 29","0.000","No source","","","","",""
"","","","Rate 30","0.000","No source","","","","",""
"","","","Rate 31","0.000","No source","","","","",""
"","","","Rate 32","0.000","No source","","","","",""
"","","Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","Date and Time","","","",""
"","","","MD 1a","14,527.200","Total VA","Friday, September 20, 2019 12:00:00 PM","","","",""
"","","","MD 1b","17,224.800","Total VA","Friday, September 20, 2019 12:30:00 PM","","","",""
"","","","MD 1c","13,500.000","Total VA","Friday, September 20, 2019 1:00:00 PM","","","",""
"","","","","","","","","","",""
"","","","MD 2a","0.000","No source","Not available","","","",""
"","","","MD 2b","0.000","No source","Not available","","","",""
"","","","MD 2c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 3a","0.000","No source","Not available","","","",""
"","","","MD 3b","0.000","No source","Not available","","","",""
"","","","MD 3c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 4a","0.000","No source","Not available","","","",""
"","","","MD 4b","0.000","No source","Not available","","","",""
"","","","MD 4c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 5a","0.000","No source","Not available","","","",""
"","","","MD 5b","0.000","No source","Not available","","","",""
"","","","MD 5c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 6a","0.000","No source","Not available","","","",""
"","","","MD 6b","0.000","No source","Not available","","","",""
"","","","MD 6c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 7a","0.000","No source","Not available","","","",""
"","","","MD 7b","0.000","No source","Not available","","","",""
"","","","MD 7c","0.000","No source","Not available","","","",""
"","","","","","","","","","",""
"","","","MD 8a","0.000","No source","Not available","","","",""
"","","","MD 8b","0.000","No source","Not available","","","",""
"","","","MD 8c","0.000","No source","Not available","","","",""
"","","Cumulative Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CMD 1","33,230.400","Total VA","","","","",""
"","","","CMD 2","0.000","No source","","","","",""
"","","","CMD 3","0.000","No source","","","","",""
"","","","CMD 4","0.000","No source","","","","",""
"","","","CMD 5","0.000","No source","","","","",""
"","","","CMD 6","0.000","No source","","","","",""
"","","","CMD 7","0.000","No source","","","","",""
"","","","CMD 8","0.000","No source","","","","",""
"","","MU Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","0.000","Multi-utility register 1","","","","","",""
"","","","0.000","Multi-utility register 2","","","","","",""
"","","","0.000","Multi-utility register 3","","","","","",""
"","","","0.000","Multi-utility register 4","","","","","",""
"","","Coincident Demands","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","CD 1a","0.000","No source","","","","",""
"","","","CD 1b","0.000","No source","","","","",""
"","","","CD 1c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 2a","0.000","No source","","","","",""
"","","","CD 2b","0.000","No source","","","","",""
"","","","CD 2c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 3a","0.000","No source","","","","",""
"","","","CD 3b","0.000","No source","","","","",""
"","","","CD 3c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 4a","0.000","No source","","","","",""
"","","","CD 4b","0.000","No source","","","","",""
"","","","CD 4c","0.000","No source","","","","",""
"","","","","","","","","","",""
"","","","CD 5a","0.000","No source","","","","",""
"","","","CD 5b","0.000","No source","","","","",""
"","","","CD 5c","0.000","No source","","","","",""
"","","Billing Event Details","","","","","","","",""
"","","","Time of Billing Reset","Tuesday, October 1, 2019 12:00 AM","","","","","",""
"","","","Count","4.000","","","","","",""
"","","","Period Start","Sunday, September 1, 2019 12:00 AM","","","","","",""
"","","","Period End","Tuesday, October 1, 2019 12:00 AM","","","","","",""
"","","","Billing Reason","","","","","","",""
"","","","","Automatic Billing Date","","","","","",""
"","Historical Data Set 4 of 6","","","","","","","","",""
"","","Cumulative Totals","","","","","","","",""
"","","","Value","Source","","","","","",""
"","","","1,797,237.600","Import Wh","","","","","",""
"","","","0.000","Export Wh","","","","","",""
"","","","31,714.800","Q1 varh","","","","","",""
"","","","0.000","Q2 varh","","","","","",""
"","","","0.000","Q3 varh","","","","","",""
"","","","973,980.000","Q4 varh","","","","","",""
"","","","1,804,124.400","Total VAh","","","","","",""
"","","","1,005,694.800","Customer Defined 1","","","","","",""
"","","","0.000","Customer Defined 2","","","","","",""
"","","","0.000","Customer Defined 3","","","","","",""
"","","Rates","","","","","","","",""
"","","","Ref","Value","Source","","","","",""
"","","","Rate 1","511,822.800","Import Wh","","","","",""
"","","","Rate 2","592,204.800","Import Wh","","","","",""
"","","","Rate 3","693,210.000","Import Wh","","","","",""
"","","","Rate 4","0.000","Export Wh","","","","",""
"","","","Rate 5","0.000","Export Wh","","","","",""
"","","","Rate 6","0.000","Export Wh","","","","",""
"","","","Rate 7","0.000","Export Wh","","","","",""
"","","","Rate 8","0.000","No source","","","","",""
"","","","Rate 9","0.000","No source","","","","",""
"","","","Rate 10","0.000","No source","","","","",""
"","","","Rate 11","0.000","No source","","","","",""
"","","","Rate 12","0.000","No source","","","","",""
"","","","Rate 13","0.000","No source","","","","",""
"","","","Rate 14","0.000","No source","","","","",""
"","","","Rate 15","0.000","No source","","","","",""
"","","","Rate 16","0.000","No source","","","","",""
"","","","Rate 17","0.000","No source","","","","",""
"","","","Rate 18","0.000","No source","","","","",""
"","","","Rate 19","0.000","No source","","","","",""
"","","","Rate 20","0.000","No source","","","","",""
"","","","Rate 21","0.000","No source","","","","",""
"","","","Rate 22","0.000","No source","","","","",""
"","","","Rate 23","0.000","No source","","","","",""
"","","","Rate 24","0.000","No source","","","","",""
"","","","Rate 25","0.000","No source","","","","",""
"","","","Rate 26","0.000","No source","","","","",""
"","","","Rate 27","0.000","No source","","","","",""
"","","","Rate 28","0.000","No source","","","","",""
"","","","Rate 29","0.000","No source","","","","",""
"","","","Rate 30","0.000","No source","","","","",""
"","","","Rate 31","0.000","No source","","","","",""
"","","","Rate 32","0.000","No source","","","","",""
"","","Maximum Demands","","","","","","","",""
"","","","Ref","Value","Source","Date and Time","","","",""
